"","Code Mimosa Corrigé","1_economic","2_food","3_borrow","4_borrow_freq","5_debt_ratio","6_employment","7_working","8_assets","9_searching_job","10_housing","11_housing_qual","12_education","13_school","14_justice","15_id","16_documentation","17_water","18_health","19_health_qual","21_socialize","22_network","23_community","24_safety","25_family_conflict","26_discrimination","27_distress","28_psy_support","1_economic_n","2_food_n","3_borrow_n","4_borrow_freq_n","5_debt_ratio_n","6_employment_n","7_working_n","8_assets_n","9_searching_job_n","10_housing_n","11_housing_qual_n","12_education_n","13_school_n","14_justice_n","15_id_n","16_documentation_n","17_water_n","18_health_n","19_health_qual_n","20_services_construct_n","21_socialize_n","22_network_n","23_community_n","24_safety_n","25_family_conflict_n","26_discrimination_n","27_distress_n","28_psy_support_n","1_economic_dim_weight","1_economic_comp_weight","2_food_dim_weight","2_food_comp_weight","3_borrow_dim_weight","3_borrow_comp_weight","4_borrow_freq_dim_weight","4_borrow_freq_comp_weight","5_debt_ratio_dim_weight","5_debt_ratio_comp_weight","6_employment_dim_weight","6_employment_comp_weight","7_working_dim_weight","7_working_comp_weight","8_assets_dim_weight","8_assets_comp_weight","9_searching_job_dim_weight","9_searching_job_comp_weight","10_housing_dim_weight","10_housing_comp_weight","11_housing_qual_dim_weight","11_housing_qual_comp_weight","12_education_dim_weight","12_education_comp_weight","13_school_dim_weight","13_school_comp_weight","14_justice_dim_weight","14_justice_comp_weight","15_id_dim_weight","15_id_comp_weight","16_documentation_dim_weight","16_documentation_comp_weight","17_water_dim_weight","17_water_comp_weight","18_health_dim_weight","18_health_comp_weight","19_health_qual_dim_weight","19_health_qual_comp_weight","20_services_construct_dim_weight","20_services_construct_comp_weight","21_socialize_dim_weight","21_socialize_comp_weight","22_network_dim_weight","22_network_comp_weight","23_community_dim_weight","23_community_comp_weight","24_safety_dim_weight","24_safety_comp_weight","25_family_conflict_dim_weight","25_family_conflict_comp_weight","26_discrimination_dim_weight","26_discrimination_comp_weight","27_distress_dim_weight","27_distress_comp_weight","28_psy_support_dim_weight","28_psy_support_comp_weight","1_economic_dim_score","1_economic_comp_score","2_food_dim_score","2_food_comp_score","3_borrow_dim_score","3_borrow_comp_score","4_borrow_freq_dim_score","4_borrow_freq_comp_score","5_debt_ratio_dim_score","5_debt_ratio_comp_score","6_employment_dim_score","6_employment_comp_score","7_working_dim_score","7_working_comp_score","8_assets_dim_score","8_assets_comp_score","9_searching_job_dim_score","9_searching_job_comp_score","10_housing_dim_score","10_housing_comp_score","11_housing_qual_dim_score","11_housing_qual_comp_score","12_education_dim_score","12_education_comp_score","13_school_dim_score","13_school_comp_score","14_justice_dim_score","14_justice_comp_score","15_id_dim_score","15_id_comp_score","16_documentation_dim_score","16_documentation_comp_score","17_water_dim_score","17_water_comp_score","18_health_dim_score","18_health_comp_score","19_health_qual_dim_score","19_health_qual_comp_score","20_services_construct_dim_score","20_services_construct_comp_score","21_socialize_dim_score","21_socialize_comp_score","22_network_dim_score","22_network_comp_score","23_community_dim_score","23_community_comp_score","24_safety_dim_score","24_safety_comp_score","25_family_conflict_dim_score","25_family_conflict_comp_score","26_discrimination_dim_score","26_discrimination_comp_score","27_distress_dim_score","27_distress_comp_score","28_psy_support_dim_score","28_psy_support_comp_score","EconomicScore","SocialScore"
"894","NE1021X049295","Neutre","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Non","Bien","Très faible","Bien","Oui","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable","Jamais","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Jamais","Non",0.5,0.75,1,0.75,1,0.25,1,1,1,0.75,0,0.75,1,0.5,1,0.5,0.5,0.5,0.5,0.583333333333333,0,0.5,1,1,1,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.075,0.025,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0,0,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0466666666666667,0.0233333333333333,0,0,0.025,0.015,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.7725,0.559166666666667
"895","LY1021007512","Neutre","Des fois ( 2 ou 3 fois le mois)","Oui","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Acceptable","Oui","Aucun actif détenu","Non","Acceptable","Acceptable","Acceptable","Oui","Faible","Oui","Très bien","Acceptable","Très faible","Très faible","Des fois ( 2 ou 3 fois le mois)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Des fois ( 2 ou 3 fois le mois)","Non",0.5,0.5,1,0.5,1,0.5,1,0,1,0.5,0.5,0.5,1,0.25,1,1,0.5,0,0,0.458333333333333,0.5,0.75,1,1,1,1,0.5,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.075,0.025,0.06,0.04,0.08,0.02,0.05,0.01,0.08,0.04,0.065,0.015,0.1,0.03,0,0,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.03,0.01,0.05,0.05,0,0,0,0,0,0,0,0,0.0366666666666667,0.0183333333333333,0.06,0.02,0.0375,0.0225,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.05,0.02,0.1,0.03,0.64,0.351666666666667
"896","LY1021011440","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais","Les dépenses sont plus importantes","Acceptable","Oui","Aucun actif détenu","Non","Acceptable","Acceptable","Acceptable","Oui","Faible","Oui","Très bien","Bien","Faible","Acceptable","Rarement( Une fois le mois ou pas tous les mois)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui",0.75,0.75,0,1,1,0.5,1,0,1,0.5,0.5,0.5,1,0.25,1,1,0.75,0.25,0.5,0.541666666666667,0.25,0.75,1,1,1,1,0,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.09,0.06,0,0,0.1,0.02,0.08,0.04,0.065,0.015,0.1,0.03,0,0,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.03,0.01,0.05,0.05,0,0,0,0,0.05,0.015,0.075,0.015,0.0433333333333333,0.0216666666666667,0.03,0.01,0.0375,0.0225,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0,0,0,0,0.6775,0.483333333333333
"897","LY1022009344","Très satisfait","Souvent( au moins une fois la semaine)","Non","Jamais",NA,"Acceptable","Oui","Aucun actif détenu","Non","Acceptable","Acceptable","Acceptable","Oui","Acceptable","Oui","Très bien","Faible","Très faible","Très faible","Jamais","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Des fois ( 2 ou 3 fois le mois)","Très souvent discriminé(Chaque semaine / Chaque jour)","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui",1,0.25,0,1,0.5,0.5,1,0,1,0.5,0.5,0.5,1,0.5,1,1,0.25,0,0,0.458333333333333,0,0.5,1,1,0.5,0.25,0,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.05,0.03,0.02,0,0,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0,0,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0,0,0,0,0.0366666666666667,0.0183333333333333,0,0,0.025,0.015,0.15,0.04,0.1,0.05,0.06,0.005,0.0275,0,0,0,0,0,0.615,0.381666666666667
"898","LY1021008460","Satisafait","Souvent( au moins une fois la semaine)","Non","Jamais",NA,"Acceptable","Oui","Terre","Non","Acceptable","Acceptable","Bien","Oui","Faible","Oui","Très faible","Acceptable","Acceptable","Très bien","Rarement( Une fois le mois ou pas tous les mois)","Bien","je suis un peu d'accord","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Souvent( au moins une fois la semaine)","Non",0.75,0.25,0,1,0.5,0.5,1,1,1,0.5,0.5,0.75,1,0.25,1,0,0.5,0.5,1,0.416666666666667,0.25,0.75,0.75,1,1,1,0.25,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.03,0.02,0,0,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.0825,0.0225,0.07,0.02,0.03,0.01,0.05,0.05,0,0,0,0,0.1,0.03,0.15,0.03,0.0333333333333333,0.0166666666666667,0.03,0.01,0.0375,0.0225,0.1125,0.03,0.1,0.05,0.12,0.01,0.11,0,0.025,0.01,0.1,0.03,0.6875,0.625833333333333
"899","MA1021004407","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Non","véhicules Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable","Oui","Faible","Oui","Bien","Acceptable","Acceptable","Acceptable","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Correct","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Des fois ( 2 ou 3 fois le mois)","Oui",0.75,0.75,0,0.75,1,0.25,0,1,0,0.5,0.5,0.5,1,0.25,1,0.75,0.5,0.5,0.5,0.5,1,0.5,0.75,0.75,1,1,0.5,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.09,0.06,0,0,0.075,0.015,0.08,0.04,0.0325,0.0075,0,0,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.03,0.01,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.12,0.04,0.025,0.015,0.1125,0.03,0.075,0.0375,0.12,0.01,0.11,0,0.05,0.02,0,0,0.5,0.53
"900","CH5021X012698","Satisafait","Jamais","Non","Jamais","Les dépenses sont plus importantes","Je ne sais pas","Oui","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Bien","Oui","Je ne sais pas","Oui","Bien","Faible","Bien","Acceptable","Souvent( au moins une fois la semaine)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Oui",0.75,1,0,1,1,0.5,1,1,1,0.5,0.5,0.75,1,0.5,1,0.75,0.25,0.75,0.5,0.583333333333333,0.75,0.75,1,1,1,1,0.75,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.12,0.08,0,0,0.1,0.02,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.0466666666666667,0.0233333333333333,0.09,0.03,0.0375,0.0225,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.075,0.03,0,0,0.8175,0.644166666666667
"901","CH5021X015039","Insatisfait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Non","Actifs reçus de l'OIM","Oui","Très faible","Très faible","Acceptable",NA,"Faible","Non","Acceptable","Bien","Faible","Acceptable","Rarement( Une fois le mois ou pas tous les mois)","Correct","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Jamais","Rarement discriminé( C'est arrivé une fois)","Souvent( au moins une fois la semaine)","Oui",0.25,0.75,1,0.75,1,0.5,0,1,0,0,0,0.5,0.5,0.25,0,0.5,0.75,0.25,0.5,0.375,0.25,0.5,0.75,0.75,1,0.75,0.25,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.0375,0.0125,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0,0,0.11,0.03,0,0,0,0,0,0,0.055,0.015,0.035,0.01,0.03,0.01,0,0,0,0,0,0,0.05,0.015,0.075,0.015,0.03,0.015,0.03,0.01,0.025,0.015,0.1125,0.03,0.075,0.0375,0.12,0.01,0.0825,0,0.025,0.01,0,0,0.5375,0.275
"902","CH5021X011977","Insatisfait","Souvent( au moins une fois la semaine)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Bien","Oui","Bien","Oui","Faible","Faible","Faible","Acceptable","Rarement( Une fois le mois ou pas tous les mois)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens en sécurité la plupart du temps","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Jamais discriminé","Souvent( au moins une fois la semaine)","Oui",0.25,0.25,1,0.75,1,0.25,1,1,0,0.5,0.5,0.75,1,0.75,1,0.25,0.25,0.25,0.5,0.458333333333333,0.25,0.75,1,0.75,0,1,0.25,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.0375,0.0125,0.03,0.02,0.08,0.02,0.075,0.015,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.05,0.015,0.075,0.015,0.0366666666666667,0.0183333333333333,0.03,0.01,0.0375,0.0225,0.15,0.04,0.075,0.0375,0,0,0.11,0,0.025,0.01,0,0,0.545,0.564166666666667
"903","CH5021X011756","Neutre","Souvent( au moins une fois la semaine)","Non","Jamais",NA,"Acceptable","Oui","Terre Bétails Bâtiments et structures Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable","Oui","Bien","Oui","Acceptable","Faible","Très faible","Acceptable","Des fois ( 2 ou 3 fois le mois)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Je ne sait pas",0.5,0.25,0,1,0.5,0.5,1,1,0,0.5,0.5,0.5,1,0.75,1,0.5,0.25,0,0.5,0.416666666666667,0.5,0.75,1,1,1,1,0.75,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.075,0.025,0.03,0.02,0,0,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0,0,0.075,0.015,0.0333333333333333,0.0166666666666667,0.06,0.02,0.0375,0.0225,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.075,0.03,0.05,0.015,0.52,0.483333333333333
"904","DZ1021004954","Neutre","Souvent( au moins une fois la semaine)","Non","Jamais",NA,"Très faible","Non","Aucun actif détenu","Oui","Très faible","Très faible","Très faible","Non","Acceptable","Oui","Acceptable","Très faible","Très faible","Faible","Des fois ( 2 ou 3 fois le mois)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens en sécurité la plupart du temps","Jamais","Rarement discriminé( C'est arrivé une fois)","Souvent( au moins une fois la semaine)","Oui",0.5,0.25,0,1,0.5,0,0,0,0,0,0,0,0,0.5,1,0.5,0,0,0.25,0.166666666666667,0.5,0.75,1,0.75,1,0.75,0.25,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.075,0.025,0.03,0.02,0,0,0.1,0.02,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0.05,0.05,0,0,0,0,0,0,0.0375,0.0075,0.0133333333333333,0.00666666666666667,0.06,0.02,0.0375,0.0225,0.15,0.04,0.075,0.0375,0.12,0.01,0.0825,0,0.025,0.01,0,0,0.245,0.160833333333333
"905","CH5020X003145","Satisafait","Jamais","Oui","Jamais","Les dépenses sont plus importantes","Bien","Oui","Équipement et outils Actifs reçus de l'OIM","Non","Bien","Bien","Bien",NA,"Bien","Oui","Faible","Bien","Bien","Bien","Des fois ( 2 ou 3 fois le mois)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens en sécurité la plupart du temps","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Jamais","Non",0.75,1,1,1,1,0.75,1,1,1,0.75,0.75,0.75,0.5,0.75,1,0.25,0.75,0.75,0.75,0.666666666666667,0.5,0.75,1,0.75,0.75,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.0975,0.0225,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.035,0.01,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0533333333333333,0.0266666666666667,0.06,0.02,0.0375,0.0225,0.15,0.04,0.075,0.0375,0.09,0.0075,0.11,0,0.1,0.04,0.1,0.03,0.93,0.738333333333333
"906","MA1022001263","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Oui","véhicules Équipement et outils","Je ne sait pas","Bien","Acceptable","Bien","Oui","Bien","Oui","Faible","Faible","Acceptable","Bien","Des fois ( 2 ou 3 fois le mois)","Bien","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Jamais","Non",0.75,0.75,1,0.75,1,0.5,1,1,0.5,0.75,0.5,0.75,1,0.75,1,0.25,0.25,0.5,0.75,0.541666666666667,0.5,0.75,0.75,0.75,0.75,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.065,0.015,0.075,0.0225,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.1,0.03,0.1125,0.0225,0.0433333333333333,0.0216666666666667,0.06,0.02,0.0375,0.0225,0.1125,0.03,0.075,0.0375,0.09,0.0075,0.11,0,0.1,0.04,0.1,0.03,0.7775,0.683333333333333
"907","NE1022X001465","Neutre","Jamais","Oui","Rarement( Une fois le mois ou pas tous les mois)",NA,"Acceptable","Oui","Équipement et outils","Oui","Acceptable","Acceptable","Acceptable","Oui","Acceptable","Oui","Faible","Acceptable","Acceptable","Acceptable","Rarement( Une fois le mois ou pas tous les mois)","Correct","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Je ne sait pas",0.5,1,1,0.75,0.5,0.5,1,1,0,0.5,0.5,0.5,1,0.5,1,0.25,0.5,0.5,0.5,0.458333333333333,0.25,0.5,0.75,0.75,0.75,1,0.75,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.075,0.025,0.12,0.08,0.08,0.02,0.075,0.015,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.03,0.01,0.025,0.015,0.1125,0.03,0.075,0.0375,0.09,0.0075,0.11,0,0.075,0.03,0.05,0.015,0.665,0.556666666666667
"908","NE1022X001952","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Jamais",NA,"Acceptable","Oui","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Bien","Oui","Bien","Oui","Acceptable","Acceptable","Très bien","Acceptable","Rarement( Une fois le mois ou pas tous les mois)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Jamais","Je ne sait pas",0.75,0.75,1,1,0.5,0.5,1,1,1,0.5,0.5,0.75,1,0.75,1,0.5,0.5,1,0.5,0.666666666666667,0.25,0.75,1,0.75,1,1,1,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.09,0.06,0.08,0.02,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.2,0.06,0.075,0.015,0.0533333333333333,0.0266666666666667,0.03,0.01,0.0375,0.0225,0.15,0.04,0.075,0.0375,0.12,0.01,0.11,0,0.1,0.04,0.05,0.015,0.8275,0.730833333333333
