"ID","EconomicScore","SocialScore","PsychoSocialScore","CompositeScore","migration_duration","TrainingDuration","MBSupportDuration","MBAssistanceDuration","sex","age","return_country","origin_country","FinancialServices","Training","SocialSupport","MaterialAssistance","MedicalSupport","PsychosocialSupport","MicrobusinessFormOfAssistance"
"NE1022X001989",0.5375000000000001,0.4666666666666667,0.755,0.6308333333333334,0,0,49,224,"Homme",22,"Niger","Autre","No","No","Yes","No","Yes","Yes","CAS"
"NE1022X001992",0.41,0.5933333333333334,0.6925,0.5541666666666668,0,0,49,236,"Homme",26,"Niger","Autre","No","No","Yes","No","Yes","Yes","CAS"
"NE1022X001996",0.31000000000000005,0.545,0.515,0.505,5,0,70,190,"Homme",19,"Niger","Autre","No","No","No","No","Yes","Yes","CAS"
"NE1022X002001",0.4225,0.4325,0.7375,0.5775,2,0,69,90,"Homme",37,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X002183",0.67,0.555,0.7925,0.6800000000000002,0,5,197,90,"Homme",32,"Niger","Autre","No","Yes","No","No","No","Yes","Unknown"
"NE1022X002185",0.6775,0.6883333333333334,0.8099999999999999,0.7691666666666668,0,0,75,195,"Homme",42,"Niger","Autre","Yes","No","No","No","No","No","KND"
"NE1022X002207X1",0.5075,0.4083333333333333,0.5175,0.4966666666666667,2,0,103,162,"Homme",30,"Niger","Autre","Yes","No","No","No","No","No","KND"
"NE1022X002208X1",0.46499999999999997,0.5316666666666667,0.8525,0.6233333333333333,7,0,100,166,"Homme",23,"Niger","Autre","Yes","No","No","No","No","No","KND"
"NE1022X002209",0.45499999999999996,0.6516666666666666,0.6175,0.6158333333333333,1,0,65,221,"Homme",32,"Niger","Autre","Yes","No","No","No","No","No","KND"
"NE1022X002212X1",0.5874999999999999,0.5916666666666666,0.7175,0.6408333333333334,2,0,252,13,"Homme",22,"Niger","Autre","Yes","No","No","No","No","No","KND"
"NE1022X002214X1",0.6699999999999999,0.42583333333333334,0.945,0.6791666666666668,0,0,252,14,"Homme",20,"Niger","Autre","Yes","No","No","No","No","No","KND"
"NE1022X002218X1",0.6825,0.5566666666666666,0.8350000000000001,0.7008333333333334,0,0,80,193,"Homme",26,"Niger","Autre","Yes","No","No","No","No","No","KND"
"NE1022X002219X1",0.48,0.36,0.8225,0.53,0,0,64,208,"Homme",20,"Autre","Autre","Yes","No","No","No","No","No","KND"
"NE1022X002221X1",0.6225,0.515,0.8350000000000001,0.6725,2,0,252,22,"Homme",21,"Niger","Autre","Yes","No","No","No","No","No","KND"
"NE1022X002232",0.845,0.7766666666666666,0.7949999999999999,0.8033333333333335,2,5,245,15,"Homme",47,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"NE1022X002343",0.8175,0.5291666666666667,0.78,0.7483333333333334,2,0,41,212,"Homme",21,"Niger","Autre","No","No","Yes","No","No","Yes","CAS"
"NE1022X002352",0.3725,0.7216666666666667,0.59,0.5783333333333335,1,0,90,154,"Homme",19,"Niger","Autre","No","No","Yes","No","No","Yes","CAS"
"NE1022X002357",0.7174999999999999,0.4683333333333333,0.945,0.7091666666666667,7,0,57,195,"Homme",24,"Niger","Autre","No","No","No","No","No","Yes","CAS"
"NE1022X002365",0.7325,0.6775,0.615,0.6775,5,1,90,153,"Homme",36,"Niger","Autre","No","Yes","Yes","No","No","Yes","CAS"
"NE1022X002397",0.8274999999999999,0.6141666666666665,0.5750000000000001,0.7033333333333334,0,0,221,3,"Homme",24,"Niger","Autre","No","No","No","No","No","No","CAS"
"NE1022X002407",0.7725,0.6291666666666667,0.7050000000000001,0.7008333333333332,1,0,225,174.5,"Homme",36,"Niger","Autre","No","No","No","No","No","No","CAS"
"NE1022X002409",0.7975,0.4966666666666667,0.6725,0.6558333333333333,0,0,225,174.5,"Homme",24,"Algérie","Autre","No","No","No","No","No","No","CAS"
"NE1022X002420",0.8724999999999999,0.7083333333333334,0.915,0.8466666666666668,0,0,221,174.5,"Femme",45,"Niger","Autre","No","No","No","No","No","No","CAS"
"NE1022X002425",0.41500000000000004,0.5583333333333333,0.8025,0.6216666666666668,2,0,60,162,"Homme",24,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X002427",0.4675,0.4675,0.8025,0.5850000000000001,2,0,61,161,"Homme",21,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X002428",0.43500000000000005,0.5891666666666666,0.8025,0.6108333333333333,1,0,60,162,"Homme",28,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X002429",0.71,0.45249999999999996,0.8025,0.67,3,0,60,162,"Homme",28,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X002430",0.515,0.4391666666666667,0.7050000000000001,0.5733333333333334,3,0,76,146,"Homme",28,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X002623",0.6475,0.4925,0.7100000000000001,0.6450000000000001,1,4,116,94,"Homme",29,"Niger","Autre","Yes","Yes","No","No","No","No","KND"
"NE1022X002626",0.45500000000000007,0.6225,0.8099999999999999,0.66,2,5,112,144,"Homme",39,"Niger","Autre","Yes","Yes","No","No","No","No","KND"
"NE1022X002631",0.7025,0.5633333333333334,0.7400000000000001,0.6891666666666667,1,4,99,158,"Homme",25,"Niger","Autre","Yes","Yes","No","No","No","No","KND"
"NE1022X002652",0.5475,0.22166666666666668,0.785,0.5183333333333334,2,5,80,161,"Homme",35,"Libye","Autre","No","Yes","No","No","No","No","KND"
"NE1022X002656",0.26,0.5233333333333334,0.7150000000000001,0.5516666666666667,1,5,124,129,"Homme",35,"Niger","Autre","No","Yes","No","No","No","No","KND"
"NE1022X002743",0.8274999999999999,0.6275000000000001,0.83,0.775,0,0,158,37,"Femme",35,"Niger","Autre","No","No","No","No","Yes","Yes","CAS"
"NE1022X002754",0.17750000000000002,0.37749999999999995,0.6000000000000001,0.3975000000000001,0,0,197,41,"Homme",26,"Algérie","Autre","No","No","No","No","No","Yes","CAS"
"NE1022X002755",0.7075,0.5566666666666666,0.5875,0.6233333333333333,4,0,168,25,"Homme",26,"Niger","Autre","No","No","No","No","No","Yes","CAS"
"NE1022X002857X1",0.57,0.5633333333333334,0.74,0.6541666666666667,8,0,219,13,"Homme",28,"Libye","Autre","Yes","No","No","No","No","No","KND"
"NE1022X002862X1",0.5825,0.56,0.8775,0.6925000000000001,0,0,71,166,"Homme",25,"Niger","Autre","Yes","No","No","No","No","No","KND"
"NE1022X002997",0.68,0.5516666666666666,0.8025,0.6733333333333333,2,0,62,99,"Homme",21,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X002998",0.41500000000000004,0.4075,0.7725,0.5575000000000001,3,0,72,89,"Homme",28,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X002999",0.44000000000000006,0.4675,0.8025,0.5925000000000001,2,0,63,118,"Homme",28,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X003000",0.6,0.4958333333333334,0.7425,0.6316666666666667,3,0,63,118,"Homme",22,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X003001",0.56,0.5541666666666667,0.8025,0.6383333333333333,2,0,63,118,"Homme",23,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X003002",0.5700000000000001,0.49833333333333335,0.7425,0.6116666666666668,25,0,62,119,"Homme",25,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X003004",0.7125,0.4075,0.73,0.6175000000000002,24,0,63,118,"Homme",24,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X003005",0.44000000000000006,0.49416666666666675,0.79,0.5933333333333335,1,0,62,119,"Homme",20,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X003006",0.575,0.49416666666666675,0.815,0.6508333333333334,28,0,63,118,"Homme",28,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X003007",0.775,0.4608333333333334,0.79,0.6766666666666667,2,0,62,120,"Homme",20,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X003008",0.7475,0.49833333333333335,0.7525,0.6766666666666667,2,0,62,120,"Homme",24,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X003009",0.6025,0.4641666666666667,0.79,0.6208333333333335,1,0,62,120,"Homme",20,"Niger","Tchad","No","No","No","No","No","No","KND"
"NE1022X003313",0.875,0.7050000000000001,0.835,0.8150000000000001,1,0,172,3,"Homme",25,"Niger","Autre","No","No","No","No","No","Yes","CAS"
"NE1022X003320",0.86,0.7216666666666667,0.78,0.8133333333333334,0,0,172,3,"Homme",24,"Niger","Autre","No","No","No","No","No","Yes","CAS"
"NE1022X003337",0.725,0.4283333333333333,0.39249999999999996,0.5666666666666668,4,0,147,39,"Femme",35,"Niger","Autre","No","No","No","No","No","Yes","CAS"
"NE1022X003356",0.535,0.5383333333333332,0.7275,0.6041666666666666,7,0,271,174.5,"Homme",31,"Algérie","Autre","No","No","No","No","No","No","CAS"
"NE1022X003364",0.6174999999999999,0.7766666666666666,0.785,0.7483333333333334,0,4,0,0,"Homme",17,"Niger","Autre","No","Yes","No","No","No","No","Unknown"
"NE1022X003370",0.66,0.5366666666666666,0.915,0.7483333333333335,1,0,63,115,"Homme",24,"Niger","Autre","No","No","No","No","Yes","Yes","KND"
"NE1022X003408",0.5725,0.35749999999999993,0.89,0.6150000000000001,1,0,83,95,"Homme",22,"Niger","Autre","No","No","No","No","Yes","Yes","KND"
"NE1022X003612",0.91,0.5566666666666666,0.77,0.7783333333333333,0,4,122,86,"Homme",26,"Niger","Autre","Yes","Yes","No","No","No","No","KND"
"NE1022X003621",0.8099999999999999,0.5258333333333334,0.7949999999999999,0.7391666666666667,0,4,117,91,"Homme",27,"Niger","Autre","Yes","Yes","No","No","No","No","KND"
"NE1022X003682",0.665,0.37,0.74,0.6150000000000001,1,4,230,174.5,"Homme",27,"Niger","Niger","Yes","Yes","No","No","No","No","KND"
"NE1022X003692",0.7,0.46166666666666667,0.7925,0.6783333333333333,1,4,116,95,"Homme",24,"Niger","Autre","Yes","Yes","No","No","No","No","KND"
"NE1022X003720",0.7825,0.56,0.7675,0.7100000000000001,1,4,55,157,"Homme",26,"Niger","Autre","No","Yes","No","No","No","No","KND"
"NE1022X003955",0.42750000000000005,0.5441666666666666,0.6124999999999999,0.5758333333333333,0,0,174,174.5,"Homme",23,"Niger","Autre","No","No","No","No","No","No","CAS"
"NE1022X004298",0.7025,0.43166666666666664,0.7450000000000001,0.6483333333333334,0,4,231,174.5,"Homme",30,"Niger","Autre","No","Yes","No","No","No","No","KND"
"NE1022X004299",0.7324999999999999,0.5258333333333334,0.7749999999999999,0.7041666666666667,1,4,84,85,"Homme",29,"Niger","Autre","No","Yes","No","No","No","No","KND"
"NE1022X004302",0.7575,0.37750000000000006,0.74,0.6525000000000001,0,4,77,93,"Homme",31,"Niger","Niger","No","Yes","No","No","No","No","KND"
"NE1022X004319",0.7,0.3983333333333333,0.7150000000000001,0.6391666666666668,1,4,76,94,"Homme",29,"Niger","Autre","No","Yes","No","No","No","No","KND"
"NE1022X004336",0.7,0.46499999999999997,0.85,0.6950000000000002,1,4,91,76,"Homme",30,"Niger","Autre","Yes","Yes","No","No","No","No","KND"
"NE1022X004342",0.20750000000000002,0.495,0.7150000000000001,0.48750000000000004,1,4,77,92,"Homme",32,"Niger","Autre","No","Yes","No","No","No","No","KND"
"NE1022X004345",0.7324999999999999,0.40166666666666667,0.7275,0.6608333333333334,1,4,68,101,"Homme",26,"Niger","Autre","No","Yes","No","No","No","No","KND"
"NE1022X004371",0.6325000000000001,0.4875,0.8325,0.6825000000000001,1,4,91,76,"Homme",28,"Niger","Autre","Yes","Yes","No","No","No","No","KND"
"NE1022X004425",0.68,0.5691666666666666,0.54,0.6283333333333334,0,0,159,174.5,"Homme",38,"Algérie","Autre","No","No","No","No","No","No","CAS"
"NE1022X004745X1",0.6649999999999999,0.8108333333333334,0.9324999999999999,0.8216666666666669,1,6,133,174.5,"Homme",36,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1022X004746X1",0.575,0.8025,0.9324999999999999,0.7775000000000002,0,6,132,174.5,"Homme",30,"Autre","Autre","No","Yes","No","No","No","No","CAS"
"NE1022X004749x1",0.6075,0.7791666666666666,0.77,0.7308333333333334,0,0,0,0,"Homme",21,"Algérie","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"NE1022X004750X1",0.495,0.8058333333333333,0.9749999999999999,0.7791666666666668,1,6,132,174.5,"Homme",29,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1022X004751X1",0.365,0.7725,0.9749999999999999,0.72,0,3,132,174.5,"Homme",47,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1022X004752X1",0.61,0.6541666666666667,0.8075,0.6958333333333334,2,6,134,174.5,"Homme",26,"Niger","Autre","No","Yes","No","No","No","No","CAS"
"NE1022X004753X1",0.1675,0.535,0.7525000000000001,0.48749999999999993,0,6,173,174.5,"Homme",20,"Niger","Autre","No","Yes","No","No","No","No","CAS"
"NE1022X004754X1",0.2775,0.6816666666666666,0.8624999999999999,0.6383333333333333,4,3,145,174.5,"Homme",27,"Niger","Autre","No","Yes","No","No","No","No","CAS"
"NE1022X004756X1",0.6950000000000001,0.7858333333333334,0.9324999999999999,0.8116666666666669,0,6,133,174.5,"Homme",20,"Algérie","Autre","No","Yes","No","No","No","No","CAS"
"NE1022X005152",0.7324999999999999,0.4658333333333333,0.6974999999999999,0.6291666666666669,0,4,178,174.5,"Homme",35,"Niger","Autre","No","Yes","No","No","No","No","KND"
"NE1022X005282",0.56,0.4191666666666667,0.6675,0.5483333333333333,2,0,133,174.5,"Homme",26,"Niger","Autre","No","No","No","No","No","Yes","CAS"
"NG1021019863",0.74,0.5291666666666667,0.7475,0.7083333333333334,2,0,121.5,174.5,"Homme",32,"Autre","Autre","No","No","No","No","No","No","KND"
"SD1018001251",0.36750000000000005,0.525,0.8625,0.6250000000000001,3,0,0,0,"Homme",27,"Autre","Autre","No","No","No","No","No","No","Unknown"
"SD1022001003",0.65,0.55,0.8575,0.6825,4,1,177,97,"Femme",27,"Autre","Niger","No","Yes","No","No","No","No","Unknown"
"SD1022001006",0.52,0.6333333333333334,0.8075,0.6141666666666666,5,1,177,99,"Femme",52,"Autre","Niger","No","Yes","No","No","No","No","Unknown"
"SD1022001008",0.8775,0.6066666666666667,0.8875,0.7658333333333334,5,1,177,97,"Femme",55,"Autre","Niger","No","Yes","No","No","No","No","Unknown"
"SD1022001009",0.84,0.6216666666666666,0.8574999999999999,0.7533333333333334,4,1,177,99,"Femme",32,"Autre","Niger","No","Yes","No","No","No","No","Unknown"
"SD1022001010
",0.735,0.6633333333333333,0.9624999999999999,0.8191666666666668,5,0,0,0,"Femme",40,"Autre","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SD1022001053",0.6849999999999999,0.5316666666666666,0.9375,0.7633333333333334,5,1,177,100,"Femme",33,"Autre","Niger","No","Yes","No","No","No","No","Unknown"
"SD1022001054",0.6599999999999999,0.6566666666666666,0.7725000000000001,0.7158333333333332,4,1,177,97,"Femme",25,"Autre","Niger","No","Yes","No","No","No","No","Unknown"
"SN1022001064",0.7374999999999999,0.3783333333333333,0.8225,0.6691666666666668,3,0,167,32,"Homme",38,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"TD1021001615",0.7324999999999999,0.5633333333333334,0.8049999999999999,0.7266666666666668,3,4,74,225,"Femme",29,"Libye","Autre","No","Yes","No","No","No","No","KND"
"TD1021955841C0DEA1",0.7,0.40249999999999997,0.8574999999999999,0.6300000000000001,41,6,74,240,"Homme",67,"Autre","Mali","Yes","Yes","Yes","Yes","Yes","Yes","CAS, KND"
"TD1021A03744A0F1AA",0.7999999999999999,0.6699999999999999,0.7575,0.7175000000000002,14,0,97,226,"Homme",46,"Autre","Autre","Yes","No","No","No","No","Yes","KND"
"TD102200414CB55E48",0.7625,0.5858333333333333,0.7400000000000001,0.7266666666666667,0,4,120,109,"Femme",20,"Autre","Autre","No","Yes","No","No","No","No","KND"
"TD102253A4A13B3307",0.5125000000000001,0.47333333333333333,0.8274999999999999,0.5891666666666667,2,0,27,289,"Femme",23,"Autre","Mali","Yes","No","Yes","Yes","Yes","Yes","KND"
"TD102263B9FB45F8D2",0.8275,0.6908333333333333,0.81,0.7816666666666667,32,6,15,116,"Homme",64,"Autre","Mali","Yes","Yes","Yes","Yes","No","No","KND"
"TD102278B8036A36E5",0.85,0.7424999999999999,0.8574999999999999,0.8300000000000002,19,6,71,195,"Femme",40,"Autre","Mali","Yes","Yes","Yes","Yes","No","Yes","KND"
"TD102295B564D6B5E7",0.45,0.4191666666666667,0.8225,0.5408333333333334,15,71,66,231,"Femme",37,"Autre","Autre","Yes","Yes","No","No","No","No","KND"
"TD1022DC975E586317",0.8674999999999999,0.5308333333333333,0.8425,0.7691666666666667,28,0,85,180,"Homme",51,"Autre","Mali","Yes","No","Yes","Yes","No","Yes","KND"
"TN1019001514",0.73,0.5425,0.775,0.7075000000000001,7,0,121.5,106,"Femme",40,"Autre","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"TN1020001194",0.6025,0.36249999999999993,0.8200000000000001,0.6125000000000002,3,0,35,174.5,"Homme",26,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1020001687",0.7499999999999999,0.5991666666666666,0.78,0.7058333333333335,5,1,36,260,"Femme",33,"Autre","Autre","No","Yes","Yes","Yes","Yes","Yes","CAS"
"TN1021001204",0.625,0.7125000000000001,0.8174999999999999,0.7525000000000001,6,1,52,186,"Homme",29,"Autre","Autre","No","Yes","Yes","Yes","No","Yes","CAS"
"TN1021001215",0.46749999999999997,0.6741666666666666,0.7175000000000001,0.6358333333333333,2,1,69,316,"Homme",22,"Autre","Autre","No","Yes","Yes","Yes","Yes","Yes","CAS"
"TN1021001504",0.6775,0.6516666666666666,0.6875,0.6658333333333333,3,1,36,266,"Femme",26,"Autre","Autre","No","Yes","Yes","Yes","Yes","Yes","CAS"
"TN1021001616",0.6725,0.655,0.705,0.6575000000000001,3,0,78,185,"Homme",21,"Autre","Autre","No","No","No","No","Yes","Yes","CAS"
"TN1021001628",0.53,0.6433333333333333,0.5800000000000001,0.5841666666666667,4,0,29,309,"Homme",31,"Autre","Autre","No","No","Yes","No","No","Yes","CAS"
"TN1021001632",0.5775,0.6866666666666668,0.6175,0.6533333333333333,7,0,38,264,"Homme",38,"Autre","Autre","No","No","No","No","No","No","CAS"
"TN1021001642",0.715,0.78,0.8,0.7775,3,0,43,264,"Homme",33,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"TN1021001669",0.7625,0.7183333333333334,0.8,0.7566666666666668,7,0,71,182,"Homme",29,"Autre","Autre","No","No","No","No","No","No","CAS"
"TN1021001674",0.44,0.5875,0.87,0.66,6,1,43,271,"Femme",34,"Autre","Autre","No","Yes","Yes","No","No","Yes","CAS"
"TN1021002054",0.835,0.6266666666666666,0.7949999999999999,0.7683333333333334,4,1,29,273,"Homme",30,"Autre","Autre","No","Yes","No","No","Yes","Yes","CAS"
"TN1021002058",0.3875,0.41500000000000004,0.76,0.52,5,0,29,309,"Homme",33,"Autre","Autre","No","No","Yes","No","Yes","Yes","CAS"
"TN1021002174",0.6024999999999999,0.6233333333333334,0.7224999999999999,0.6691666666666667,0,0,224,25,"Homme",25,"Autre","Autre","No","No","No","No","No","No","CAS"
"TN1021002187",0.6900000000000001,0.525,0.63,0.6150000000000001,10,0,104,271,"Femme",47,"Autre","Autre","No","No","No","No","Yes","Yes","CAS"
"TN1021002242",0.485,0.6458333333333334,0.7999999999999999,0.6491666666666667,4,0,62,330,"Homme",43,"Autre","Autre","No","No","No","No","Yes","Yes","CAS"
"TN1021002252",0.2625,0.6633333333333333,0.435,0.4016666666666667,2,0,36,281,"Homme",28,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"TN1021002342",0.48500000000000004,0.5033333333333333,0.32000000000000006,0.4291666666666668,7,0,50,175,"Femme",38,"Autre","Autre","Yes","No","Yes","Yes","Yes","No","CAS"
"TN1021002373",0.525,0.6858333333333334,0.9624999999999999,0.7366666666666667,3,0,76,322,"Homme",25,"Autre","Autre","No","No","No","No","Yes","Yes","CAS"
"TN1021002404",0.715,0.7450000000000001,0.7975,0.7525000000000001,5,0,29,231,"Femme",31,"Autre","Autre","No","No","No","No","No","No","CAS"
"TN1021002563",0.8099999999999999,0.6833333333333335,0.8325,0.7791666666666668,5,1,64,180,"Femme",42,"Autre","Autre","No","Yes","No","No","No","No","CAS"
"TN1021002585",0.5175,0.6908333333333333,0.5900000000000001,0.5616666666666666,3,0,106,194,"Femme",46,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"TN1021002592",0.20750000000000002,0.5925,0.48,0.4600000000000001,5,0,69,194,"Homme",45,"Autre","Autre","No","No","No","No","Yes","Yes","CAS"
"TN1021002615",0.3075,0.5983333333333334,0.685,0.5616666666666666,3,0,36,281,"Homme",31,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"TN1021002639",0.7,0.6841666666666666,0.79,0.7333333333333333,2,1,71,173,"Homme",29,"Autre","Autre","No","Yes","Yes","No","No","No","CAS"
"TN1021002646",0.755,0.7233333333333334,0.84,0.7816666666666668,3,0,35,281,"Homme",30,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"TN1021002647",0.7725,0.7833333333333333,0.7575000000000001,0.7516666666666668,4,0,27,232,"Femme",44,"Autre","Autre","No","No","No","No","Yes","Yes","CAS"
"TN1021002657",0.615,0.78,0.9574999999999999,0.8025000000000001,0,0,69,308,"Homme",28,"Autre","Autre","No","No","Yes","No","No","No","CAS"
"TN1021002867",0.57,0.48166666666666674,0.6950000000000001,0.6258333333333332,7,0,134,243,"Femme",35,"Autre","Autre","No","No","Yes","Yes","Yes","Yes","CAS, KND"
"TN1021002873",0.52,0.475,0.6749999999999999,0.4850000000000001,5,0,83,320,"Femme",53,"Autre","Autre","No","No","Yes","No","Yes","Yes","CAS"
"TN1021002921",0.8175,0.4916666666666667,0.8425,0.7558333333333335,2,0,27,232,"Femme",24,"Autre","Autre","No","No","No","No","Yes","Yes","CAS"
"TN1021002956",0.5800000000000001,0.5991666666666666,0.7450000000000001,0.6583333333333334,2,1,48,211,"Femme",20,"Autre","Autre","No","Yes","No","No","Yes","Yes","CAS"
"TN1021002961",0.76,0.33666666666666667,0.8375,0.6758333333333334,8,0,181,192,"Homme",22,"Autre","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"TN1021002971",0.74,0.9591666666666667,0.7899999999999999,0.8258333333333334,7,0,69,324,"Femme",36,"Autre","Autre","No","No","Yes","No","Yes","Yes","CAS"
"TN1021002975",0.6525,0.6066666666666667,0.7725,0.6933333333333334,0,0,83,294,"Homme",41,"Autre","Autre","No","No","No","No","Yes","Yes","CAS"
"TN1021002980",0.585,0.7083333333333334,0.77,0.7091666666666667,3,0,64,181,"Homme",27,"Autre","Autre","No","No","No","No","No","No","CAS"
"TN1021002984",0.34,0.6100000000000001,0.3975,0.41500000000000004,2,10,98,294,"Femme",28,"Autre","Autre","No","Yes","Yes","Yes","Yes","Yes","CAS"
"TN1021002995",0.8574999999999999,0.6483333333333333,0.755,0.7666666666666667,1,4,267,88,"Homme",23,"Autre","Autre","No","Yes","No","No","No","No","CAS"
"TN1021003006",0.58,0.47,0.8274999999999999,0.6550000000000001,2,0,98,295,"Homme",26,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1021003037",0.665,0.5108333333333334,0.8025,0.6741666666666667,2,0,0,0,"Homme",22,"Autre","Tchad","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"TN1021003043",0.7424999999999999,0.525,0.8025,0.6975000000000001,1,0,42,279,"Homme",17,"Autre","Tchad","No","No","No","No","No","No","CAS"
"TN1021003125",0.48,0.6491666666666667,0.95,0.7058333333333333,2,0,98,294,"Homme",44,"Autre","Autre","No","No","Yes","No","Yes","Yes","CAS"
"TN1021003138",0.6325,0.525,0.79,0.67,2,0,84,315,"Homme",28,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1021003160",0.4325,0.7516666666666667,0.62,0.5933333333333333,6,0,111,154,"Femme",30,"Autre","Autre","No","No","No","No","Yes","Yes","CAS"
"TN1021003161",0.8775,0.7766666666666666,0.8900000000000001,0.8633333333333334,10,0,96,259,"Homme",31,"Autre","Autre","No","No","No","No","Yes","Yes","KND"
"TN1021003176",0.7424999999999999,0.525,0.8274999999999999,0.7100000000000001,2,0,53,275,"Homme",28,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1021003213",0.5025,0.525,0.8025,0.6375000000000001,3,0,84,292,"Homme",22,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1021003218",0.47250000000000003,0.525,0.7425,0.5975000000000001,2,0,84,292,"Homme",20,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1021003227",0.6925,0.525,0.7425,0.6675000000000001,2,0,90,309,"Homme",22,"Autre","Tchad","No","No","No","No","No","No","Unknown"
"TN1021003228",0.5725,0.525,0.7425,0.6075,1,0,83,293,"Homme",22,"Autre","Tchad","No","No","No","No","No","No","CAS"
"TN1021003245",0.7875,0.7433333333333333,0.9149999999999999,0.8091666666666668,4,0,22,245,"Femme",55,"Autre","Autre","No","No","No","No","No","No","CAS"
"TN1021003251",0.6025,0.49,0.79,0.6400000000000001,3,0,84,292,"Homme",31,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1021003252",0.6025,0.525,0.8274999999999999,0.6600000000000001,1,0,95,281,"Homme",18,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1021003255",0.7424999999999999,0.525,0.8025,0.6975000000000001,1,0,76,308,"Homme",23,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1021003261",0.6974999999999999,0.7183333333333334,0.7549999999999999,0.7316666666666667,2,0,62,205,"Homme",28,"Autre","Autre","No","No","No","No","No","No","CAS"
"TN1021003263",0.6074999999999999,0.525,0.8025,0.6625000000000001,1,0,89,310,"Homme",20,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1021003283",0.755,0.5891666666666666,0.8474999999999999,0.7408333333333333,2,0,0,0,"Femme",35,"Autre","Niger","No","No","Yes","Yes","No","No","Unknown"
"TN1021003301",0.6174999999999999,0.6583333333333333,0.705,0.6791666666666667,1,0,294,174.5,"Homme",17,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"TN1021003302",0.71,0.6275000000000001,0.8200000000000001,0.74,3,4,62,219,"Homme",34,"Autre","Autre","No","Yes","No","No","No","No","KND"
"TN1021003307",0.35250000000000004,0.6791666666666667,0.5750000000000001,0.5733333333333334,4,7,85,168,"Femme",32,"Autre","Autre","No","Yes","Yes","Yes","No","Yes","CAS"
"TN1021003362",0.375,0.7216666666666667,0.5525,0.5833333333333335,2,0,57,189,"Homme",23,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"TN1021003379",0.6575,0.525,0.8274999999999999,0.6650000000000001,2,0,80,304,"Homme",30,"Autre","Tchad","No","No","No","No","No","No","CAS"
"TN1021003383",0.5025000000000001,0.7483333333333334,0.8700000000000001,0.7016666666666668,3,0,66,201,"Homme",33,"Autre","Autre","Yes","No","Yes","Yes","No","No","CAS"
"TN1021003391",0.52,0.5566666666666666,0.885,0.6733333333333333,3,0,29,307,"Homme",28,"Autre","Autre","No","No","No","No","Yes","Yes","CAS"
"TN1021003432",0.6825,0.525,0.8274999999999999,0.67,2,0,64,308,"Homme",27,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1021003490",0.7424999999999999,0.6066666666666667,0.8025,0.7233333333333334,1,0,55,273,"Homme",23,"Autre","Tchad","No","No","No","No","No","No","KND"
