"","ID","interview_date","sex","age","migration_duration","return_country","origin_country","1_economic","2_food","3_borrow","4_borrow_freq","5_debt_ratio","6_employment","7_working","8_assets","9_searching_job","10_housing","11_housing_qual","12_education","13_school","14_justice","15_id","16_documentation","17_water","18_health","19_health_qual","21_socialize","22_network","23_community","24_safety","25_family_conflict","26_discrimination","27_distress","28_psy_support","29_able_to_stay","30_wish_vs_need_leave","1_economic_n","2_food_n","3_borrow_n","4_borrow_freq_n","5_debt_ratio_n","6_employment_n","7_working_n","8_assets_n","9_searching_job_n","10_housing_n","11_housing_qual_n","12_education_n","13_school_n","14_justice_n","15_id_n","16_documentation_n","17_water_n","18_health_n","19_health_qual_n","20_services_construct_n","21_socialize_n","22_network_n","23_community_n","24_safety_n","25_family_conflict_n","26_discrimination_n","27_distress_n","28_psy_support_n","29_able_to_stay_n","30_wish_vs_need_leave_n","29_30_remigration_construct","1_economic_dim_weight","1_economic_comp_weight","2_food_dim_weight","2_food_comp_weight","3_borrow_dim_weight","3_borrow_comp_weight","4_borrow_freq_dim_weight","4_borrow_freq_comp_weight","5_debt_ratio_dim_weight","5_debt_ratio_comp_weight","6_employment_dim_weight","6_employment_comp_weight","7_working_dim_weight","7_working_comp_weight","8_assets_dim_weight","8_assets_comp_weight","9_searching_job_dim_weight","9_searching_job_comp_weight","10_housing_dim_weight","10_housing_comp_weight","11_housing_qual_dim_weight","11_housing_qual_comp_weight","12_education_dim_weight","12_education_comp_weight","13_school_dim_weight","13_school_comp_weight","14_justice_dim_weight","14_justice_comp_weight","15_id_dim_weight","15_id_comp_weight","16_documentation_dim_weight","16_documentation_comp_weight","17_water_dim_weight","17_water_comp_weight","18_health_dim_weight","18_health_comp_weight","19_health_qual_dim_weight","19_health_qual_comp_weight","20_services_construct_dim_weight","20_services_construct_comp_weight","21_socialize_dim_weight","21_socialize_comp_weight","22_network_dim_weight","22_network_comp_weight","23_community_dim_weight","23_community_comp_weight","24_safety_dim_weight","24_safety_comp_weight","25_family_conflict_dim_weight","25_family_conflict_comp_weight","26_discrimination_dim_weight","26_discrimination_comp_weight","27_distress_dim_weight","27_distress_comp_weight","28_psy_support_dim_weight","28_psy_support_comp_weight","29_30_remigration_construct_dim_weight","29_30_remigration_construct_comp_weight","1_economic_dim_score","1_economic_comp_score","2_food_dim_score","2_food_comp_score","3_borrow_dim_score","3_borrow_comp_score","4_borrow_freq_dim_score","4_borrow_freq_comp_score","5_debt_ratio_dim_score","5_debt_ratio_comp_score","6_employment_dim_score","6_employment_comp_score","7_working_dim_score","7_working_comp_score","8_assets_dim_score","8_assets_comp_score","9_searching_job_dim_score","9_searching_job_comp_score","10_housing_dim_score","10_housing_comp_score","11_housing_qual_dim_score","11_housing_qual_comp_score","12_education_dim_score","12_education_comp_score","13_school_dim_score","13_school_comp_score","14_justice_dim_score","14_justice_comp_score","15_id_dim_score","15_id_comp_score","16_documentation_dim_score","16_documentation_comp_score","17_water_dim_score","17_water_comp_score","18_health_dim_score","18_health_comp_score","19_health_qual_dim_score","19_health_qual_comp_score","20_services_construct_dim_score","20_services_construct_comp_score","21_socialize_dim_score","21_socialize_comp_score","22_network_dim_score","22_network_comp_score","23_community_dim_score","23_community_comp_score","24_safety_dim_score","24_safety_comp_score","25_family_conflict_dim_score","25_family_conflict_comp_score","26_discrimination_dim_score","26_discrimination_comp_score","27_distress_dim_score","27_distress_comp_score","28_psy_support_dim_score","28_psy_support_comp_score","29_30_remigration_construct_dim_score","29_30_remigration_construct_comp_score","EconomicScore","SocialScore","PsychoSocialScore","CompositeScore"
"869","CH1022X003203X1","2022-12-01","Homme","24","0","Algérie","Mali","Neutre","Des fois ( 2 ou 3 fois le mois)","Oui","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Faible","Non","Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable","Oui","Acceptable","Non","Faible","Acceptable","Acceptable","Je ne sais pas","Des fois ( 2 ou 3 fois le mois)","Correct","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Oui","Oui",NA,0.5,0.5,1,0.5,1,0.25,0,1,0,0.5,0.5,0.5,1,0.5,0,0.25,0.5,0.5,0.5,0.458333333333333,0.5,0.5,0.75,0.75,1,1,0.75,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.075,0.025,0.06,0.04,0.08,0.02,0.05,0.01,0.08,0.04,0.0325,0.0075,0,0,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0,0,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.06,0.02,0.025,0.015,0.1125,0.03,0.075,0.0375,0.12,0.01,0.11,0,0.075,0.03,0,0,0.15,0.1,0.4875,0.506666666666667,0.7275,0.563333333333333
"870","CH5021X012704","2022-12-01","Homme","20","1","Niger","Guinee Conakry","Satisafait","Jamais","Non","Rarement( Une fois le mois ou pas tous les mois)",NA,"Faible","Oui","Aucun actif détenu","Oui","Faible","Faible","Faible",NA,"Faible","Non","Je ne sais pas","Bien","Faible","Faible","Jamais","Correct","je suis un peu d'accord","Je me sens très en sécurité tout le temps","Souvent( au moins une fois la semaine)","Jamais discriminé","Jamais","Non","Oui",NA,0.75,1,0,0.75,0.5,0.25,1,0,0,0.25,0.25,0.25,0.5,0.25,0,0.5,0.75,0.25,0.25,0.375,0,0.5,0.75,1,0.25,1,1,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.12,0.08,0,0,0.075,0.015,0.04,0.02,0.0325,0.0075,0.1,0.03,0,0,0,0,0.025,0.0075,0.03,0.0075,0.0275,0.0075,0.035,0.01,0.03,0.01,0,0,0,0,0,0,0.05,0.015,0.0375,0.0075,0.03,0.015,0,0,0.025,0.015,0.1125,0.03,0.1,0.05,0.03,0.0025,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.48,0.265,0.7275,0.5375
"871","CH1022X003235X1","2022-12-01","Homme","28","2","Algérie","Mali","Insatisfait","Des fois ( 2 ou 3 fois le mois)","Non","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Oui","Bétails","Oui","Acceptable","Faible","Acceptable",NA,"Acceptable","Oui","Faible","Acceptable","Acceptable","Faible","Rarement( Une fois le mois ou pas tous les mois)","Correct","je ne suis pas d'accord ou pas d'accord","Je me sens en sécurité la plupart du temps","Je souhaite ne pas répondre","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.25,0.5,0,0.75,1,0.5,1,1,0,0.5,0.25,0.5,0.5,0.5,1,0.25,0.5,0.5,0.25,0.458333333333333,0.25,0.5,0.5,0.75,0.5,1,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0.06,0.04,0,0,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.03,0.0075,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.0375,0.0075,0.0366666666666667,0.0183333333333333,0.03,0.01,0.025,0.015,0.075,0.02,0.075,0.0375,0.06,0.005,0.11,0,0.075,0.03,0.1,0.03,0.15,0.1,0.5275,0.454166666666667,0.7,0.603333333333333
"872","DZ1021007827","2022-12-01","Homme","30","3","Algérie","Guinee Conakry","Satisafait","Jamais","Oui","Jamais",NA,"Je ne sais pas","Oui","Actifs reçus de l'OIM","Non","Bien","Acceptable","Bien","Oui","Acceptable","Oui","Bien","Faible","Bien","Acceptable","Souvent( au moins une fois la semaine)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je ne me sens pas en sécurité la plupart du temps","Jamais","Jamais discriminé","Jamais","Non","Non","BESOIN DE PARTIR - Par exemple, le manque d’emplois; le manque de sécurité; faibles revenus; le manque de services essentiels; la pression familiale; etc.",0.75,1,1,1,0.5,0.5,1,1,1,0.75,0.5,0.75,1,0.5,1,0.75,0.25,0.75,0.5,0.625,0.75,0.75,1,0.25,1,1,1,1,0,0,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.12,0.08,0.08,0.02,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.06,0.015,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.05,0.025,0.09,0.03,0.0375,0.0225,0.15,0.04,0.025,0.0125,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0,0,0.8575,0.6725,0.7325,0.7025
"873","MA1020003382","2022-11-30","Femme","40","6","Maroc","Cote d'ivoire","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Bien","Oui","Bien","Oui","Je ne sais pas","Bien","Bien","Bien","Rarement( Une fois le mois ou pas tous les mois)","Je ne sais pas","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Rarement( Une fois le mois ou pas tous les mois)","Rarement discriminé( C'est arrivé une fois)","Rarement( Une fois le mois ou pas tous les mois)","Non","Non","BESOIN DE PARTIR - Par exemple, le manque d’emplois; le manque de sécurité; faibles revenus; le manque de services essentiels; la pression familiale; etc.",0.75,0.75,1,0.75,1,0.25,1,1,0,0.5,0.5,0.75,1,0.75,1,0.5,0.75,0.75,0.75,0.666666666666667,0.25,0.5,0.75,0.75,0.75,0.75,0.75,1,0,0,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0533333333333333,0.0266666666666667,0.03,0.01,0.025,0.015,0.1125,0.03,0.075,0.0375,0.09,0.0075,0.0825,0,0.075,0.03,0.1,0.03,0,0,0.68,0.718333333333333,0.59,0.646666666666667
"874","DZ1022001084","2022-12-01","Femme","55","4","Algérie","Cote d'ivoire","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Des fois ( 2 ou 3 fois le mois)","La dette est plus grande","Faible","Oui","Actifs reçus de l'OIM","Oui","Bien","Acceptable","Bien","Oui","Bien","Oui","Bien","Bien","Bien","Bien","Des fois ( 2 ou 3 fois le mois)","Je ne sais pas","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.75,0.75,1,0.5,0,0.25,1,1,0,0.75,0.5,0.75,1,0.75,1,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.75,1,1,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.09,0.06,0.08,0.02,0.05,0.01,0,0,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.075,0.0225,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.06,0.03,0.06,0.02,0.025,0.015,0.1125,0.03,0.075,0.0375,0.12,0.01,0.11,0,0.075,0.03,0.1,0.03,0.15,0.1,0.575,0.75,0.8275,0.725
"875","DZ1021006413","2022-12-01","Femme","31","5","Algérie","Cote d'ivoire","Satisafait","Jamais","Oui","Jamais",NA,"Faible","Oui","Aucun actif détenu Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Bien","Oui","Bien","Oui","Bien","Bien","Bien","Bien","Rarement( Une fois le mois ou pas tous les mois)","Je ne sais pas","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.75,1,1,1,0.5,0.25,1,1,1,0.5,0.5,0.75,1,0.75,1,0.75,0.75,0.75,0.75,0.708333333333333,0.25,0.5,0.75,0.75,0.75,1,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.12,0.08,0.08,0.02,0.1,0.02,0.04,0.02,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0566666666666667,0.0283333333333333,0.03,0.01,0.025,0.015,0.1125,0.03,0.075,0.0375,0.09,0.0075,0.11,0,0.075,0.03,0.1,0.03,0.15,0.1,0.825,0.721666666666667,0.7675,0.783333333333333
"876","ML1021002062","2022-12-01","Homme","18","0","Algérie","Guinee Conakry","Satisafait","Jamais","Oui","Jamais",NA,"Je ne sais pas","Oui","Actifs reçus de l'OIM Autre (veuillez préciser)","Non","Très bien","Très bien","Bien","Oui","Acceptable","Oui","Bien","Bien","Acceptable","Acceptable","Souvent( au moins une fois la semaine)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Jamais","Non","Oui",NA,0.75,1,1,1,0.5,0.5,1,1,1,1,1,0.75,1,0.5,1,0.75,0.75,0.5,0.5,0.708333333333333,0.75,0.75,1,1,1,1,1,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.12,0.08,0.08,0.02,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0566666666666667,0.0283333333333333,0.09,0.03,0.0375,0.0225,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.8575,0.714166666666667,0.9575,0.850833333333334
"877","CH1022X003853X1","2022-12-02","Homme","25","1","Algérie","Mali","Satisafait","Des fois ( 2 ou 3 fois le mois)","Oui","Souvent( au moins une fois la semaine)","Les dépenses sont plus importantes","Acceptable","Oui","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Acceptable",NA,"Faible","Oui","Faible","Faible","Acceptable","Acceptable","Rarement( Une fois le mois ou pas tous les mois)","Correct","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.75,0.5,1,0.25,1,0.5,1,1,1,0.5,0.5,0.5,0.5,0.25,1,0.25,0.25,0.5,0.5,0.375,0.25,0.5,0.75,0.75,1,1,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.06,0.04,0.08,0.02,0.025,0.005,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.03,0.01,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.03,0.015,0.03,0.01,0.025,0.015,0.1125,0.03,0.075,0.0375,0.12,0.01,0.11,0,0.075,0.03,0.1,0.03,0.15,0.1,0.7625,0.485,0.7975,0.685
"878","CH1022X003817X1","2022-12-02","Homme","23","2","Algérie","Mali","Neutre","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Non","Bétails","Oui","Faible","Acceptable","Acceptable","Non","Bien","Oui","Faible","Acceptable","Acceptable","Acceptable","Des fois ( 2 ou 3 fois le mois)","Correct","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.5,0.5,1,0.75,1,0.25,0,1,0,0.25,0.5,0.5,0,0.75,1,0.25,0.5,0.5,0.5,0.458333333333333,0.5,0.5,0.75,0.75,1,1,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.075,0.025,0.06,0.04,0.08,0.02,0.075,0.015,0.08,0.04,0.0325,0.0075,0,0,0.11,0.03,0,0,0.025,0.0075,0.06,0.015,0.055,0.015,0,0,0.09,0.03,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.06,0.02,0.025,0.015,0.1125,0.03,0.075,0.0375,0.12,0.01,0.11,0,0.075,0.03,0.1,0.03,0.15,0.1,0.5125,0.491666666666667,0.8275,0.630833333333333
"879","TN1021002975","2022-11-30","Homme","41","0","Tunisie","Cote d'ivoire","Neutre","Des fois ( 2 ou 3 fois le mois)","Oui","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Bien","Oui","Bétails Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable","Oui","Acceptable","Oui","Très faible","Acceptable","Bien","Acceptable","Des fois ( 2 ou 3 fois le mois)","je ne souhaite pas répondre","je suis un peu d'accord","Je me sens très en sécurité tout le temps","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Souvent( au moins une fois la semaine)","Non","Oui",NA,0.5,0.5,1,0.5,1,0.75,1,1,0,0.5,0.5,0.5,1,0.5,1,0,0.5,0.75,0.5,0.458333333333333,0.5,0.5,0.75,1,0.75,1,0.25,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.075,0.025,0.06,0.04,0.08,0.02,0.05,0.01,0.08,0.04,0.0975,0.0225,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.0366666666666667,0.0183333333333333,0.06,0.02,0.025,0.015,0.1125,0.03,0.1,0.05,0.09,0.0075,0.11,0,0.025,0.01,0.1,0.03,0.15,0.1,0.6525,0.606666666666667,0.7725,0.693333333333333
"880","MA1022001314","2022-11-30","Homme","32","1","Maroc","Cote d'ivoire","Satisafait","Jamais","Non","Jamais","Les dépenses sont plus importantes","je ne souhaite pas répondre","Oui","Actifs reçus de l'OIM","Non","Très faible","Acceptable","Très bien",NA,"Acceptable","Oui","Bien","Faible","Acceptable","Acceptable","Des fois ( 2 ou 3 fois le mois)","Je ne sais pas","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Jamais","Non","Oui",NA,0.75,1,0,1,1,0.5,1,1,1,0,0.5,1,0.5,0.5,1,0.75,0.25,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.12,0.08,0,0,0.1,0.02,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0,0,0.06,0.015,0.11,0.03,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.06,0.02,0.025,0.015,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.8175,0.53,0.915,0.7775
"881","DZ1021005722","2022-12-01","Homme","27","4","Algérie","Cote d'ivoire","Neutre","Souvent( au moins une fois la semaine)","Oui","Souvent( au moins une fois la semaine)","Les dépenses sont plus importantes","Faible","Non","Équipement et outils Actifs reçus de l'OIM","Oui","Faible","Très faible","Très bien",NA,"Acceptable","Oui","Bien","Bien","Bien","Bien","Souvent( au moins une fois la semaine)","Je ne sais pas","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Rarement( Une fois le mois ou pas tous les mois)","Rarement discriminé( C'est arrivé une fois)","Souvent( au moins une fois la semaine)","Je ne sait pas","Oui",NA,0.5,0.25,1,0.25,1,0.25,0,1,0,0.25,0,1,0.5,0.5,1,0.75,0.75,0.75,0.75,0.666666666666667,0.75,0.5,0.75,0.75,0.75,0.75,0.25,0.5,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.075,0.025,0.03,0.02,0.08,0.02,0.025,0.005,0.08,0.04,0.0325,0.0075,0,0,0.11,0.03,0,0,0.025,0.0075,0,0,0.11,0.03,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0533333333333333,0.0266666666666667,0.09,0.03,0.025,0.015,0.1125,0.03,0.075,0.0375,0.09,0.0075,0.0825,0,0.025,0.01,0.05,0.015,0.15,0.1,0.4325,0.595833333333333,0.7,0.604166666666667
"882","CH1022X004534X1","2022-12-02","Homme","30","2","Algérie","Mali","Insatisfait","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Oui","Acceptable","Faible","Acceptable","Non","Faible","Oui","Faible","Acceptable","Acceptable","Faible","Des fois ( 2 ou 3 fois le mois)","Correct","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Des fois ( 2 ou 3 fois le mois)","Oui","Oui",NA,0.25,0.5,1,0.75,1,0.25,1,1,0,0.5,0.25,0.5,0,0.25,1,0.25,0.5,0.5,0.25,0.416666666666667,0.5,0.5,0.75,0.75,1,1,0.5,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0.06,0.04,0.08,0.02,0.075,0.015,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.03,0.0075,0.055,0.015,0,0,0.03,0.01,0.05,0.05,0,0,0,0,0.1,0.03,0.0375,0.0075,0.0333333333333333,0.0166666666666667,0.06,0.02,0.025,0.015,0.1125,0.03,0.075,0.0375,0.12,0.01,0.11,0,0.05,0.02,0,0,0.15,0.1,0.575,0.385833333333333,0.7025,0.579166666666667
