"ID_1","InterviewDate","InterviewType","BusinessSucess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","MicroBusinessLevel","TrainingType","TrainingDuration","DateOfReturn","ReintegrationDate","Gender_Mimosa","AgeAtReferral_Mimosa","ReturnToReintegration"
NA,"2021-09-30","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","36-65 ans","8","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui",NA,NA,NA,NA,NA,NA,NA,NA
"MA1021001577","2021-09-30","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Partiellement","Satisfait","Sénégal","Maroc","Masculin","18-35 ans","2","Non","En nature","Aviculture","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/03/18 00:00:00","2021-08-15","Male",29,150
"NE1019X028429","2021-10-01","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Partiellement","Très satisfait","Sénégal","Algerie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/02/15 00:00:00","2021-01-23","Male",32,1073
"MA1021001638","2021-10-01","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2021/03/25 00:00:00","2021-06-09","Male",27,76
"MA1021002310","2021-10-01","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Non","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","2","Non","En nature","Agriculture","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2021/04/29 00:00:00","2021-09-06","Male",23,130
"MA1018002316","2021-10-01","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Mieux","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/06/29 00:00:00","2020-09-22","Male",23,816
"NE1019X025879","2021-10-01","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36-65 ans","2","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/11/27 00:00:00","2020-09-22","Male",39,665
"NE1019X001787","2021-10-01","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2019/01/24 00:00:00","2021-04-02","Male",25,799
"MA1021001701","2021-10-01","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","5","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2021/04/08 00:00:00","2021-05-21","Male",25,43
"MA1021001791","2021-10-01","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","3","Non","En nature","Elevage","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2021/04/29 00:00:00","2021-07-18","Male",20,80
"NE1019X056631","2021-10-01","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","18-35 ans","0","Non","En nature","Agriculture","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2017/08/03 00:00:00","2020-07-29","Male",22,1091
"MA1018002274","2021-10-01","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36-65 ans","2","Non","En nature","Agriculture","Moi uniquement","Oui","Oui","2","Oui Négativement","Oui","Individual","NULL","NULL","2018/06/27 00:00:00","2020-11-02","Male",35,859
"NE1019X057167","2021-10-01","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Souhaite ne pas répondre","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36-65 ans","4","Non","En nature","Agriculture","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2017/09/16 00:00:00","2021-08-06","Male",30,1420
"MA1018002288","2021-10-01","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","2","Non","En nature","Elevage","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","2","2018/06/27 00:00:00","2021-11-22","Male",31,1244
"NE1019X074178","2021-10-01","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","18-35 ans","5","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/11/20 00:00:00","2020-09-23","Male",30,308
"DZ1020002266","2021-10-01","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2020/11/17 00:00:00","2021-01-14","Male",20,58
"EG1017002731","2021-10-02","Par téléphone","Fermée","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Egypt","Masculin","18-35 ans","3","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2017/09/11 00:00:00","2017-09-25","Male",31,14
"MA1021001929","2021-10-02","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","2","Non","En nature","Elevage","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2021/04/08 00:00:00","2021-06-20","Male",28,73
"MA1017001890","2021-10-02","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","6","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2021/04/29 00:00:00","2021-06-15","Male",26,47
"NE1019X057275","2021-10-02","Par téléphone","Fermée","Non","Non","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","18-35 ans","2","Non","En nature","Coiffure","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2017/09/24 00:00:00","2022-02-12","Male",41,1602
"MA1018002284","2021-10-02","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Oui","2","Oui Négativement","Oui","Individual","Business development/management training","1","2018/06/27 00:00:00","2022-01-27","Male",25,1310
"MA1018002335","2021-10-02","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Oui irrégulièrement","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Pêche","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2018/06/29 00:00:00","2022-01-27","Male",26,1308
"MA1018002336","2021-10-02","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Pêche","Moi uniquement","Oui","Oui","3","Oui Négativement","Oui","Individual","NULL","NULL","2018/06/29 00:00:00","2020-09-10","Male",25,804
"NE1019X057258","2021-10-02","Par téléphone","Fermée","Non","Non","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2017/09/24 00:00:00","2020-07-23","Male",33,1033
"NE1019X005590","2021-10-02","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Oui régulièrement","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Niger","Masculin","36-65 ans","5","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/03/07 00:00:00","2021-04-23","Male",33,778
"MA1018002327","2021-10-02","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Non","Très satisfait","Sénégal","Maroc","Masculin","36-65 ans","0","Non","En nature","Couture","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2018/06/29 00:00:00","2021-10-21","Male",34,1210
"MA1018002329","2021-10-02","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Non","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2018/06/29 00:00:00","2021-09-23","Male",28,1182
"MA1020003384","2021-10-02","Par téléphone","Fermée","Non","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","2","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/10/24 00:00:00","2021-01-11","Male",22,79
"TD1021001059","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Tchad","Masculin","18-35 ans","10","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","12","2021/03/23 00:00:00","2021-11-05","Male",32,227
"NE1019X018122","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","18-35 ans","3","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/02/25 00:00:00","2021-05-26","Male",21,1186
"NE1019X018870","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","18-35 ans","2","Non","En nature","Elevage","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/03/04 00:00:00","2020-08-07","Male",27,887
NA,"2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui",NA,NA,NA,NA,NA,NA,NA,NA
"NE1019X033134","2021-10-04","Par téléphone","Fermée","Partiellement","Non","Identique","Oui","Très satisfait","Sénégal","Algerie","Masculin","18-35 ans","0","Non","En nature","Aviculture","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/04/26 00:00:00","2020-08-31","Male",31,493
"NE1019001832","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","18-35 ans","3","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/05/02 00:00:00","2021-06-03","Male",29,763
"MA1018002291","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Artisan-Ouvrier","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/06/27 00:00:00","2020-09-22","Male",30,818
"NE1019X068289","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Non","Individual","Business development/management training","1","2019/10/23 00:00:00","2022-02-12","Male",33,843
"MA1018002302","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Agriculture","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2018/06/27 00:00:00","2022-01-27","Male",25,1310
"TD1020001976","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Tchad","Masculin","18-35 ans","10","Non","En nature","Couture","Moi avec des migrants de retour et des membres d’une communauté","Non","Oui","2","Oui Négativement","Oui","Individual","NULL","NULL","2020/12/18 00:00:00","2021-04-30","Male",35,133
"MA1018002331","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Agriculture","Moi uniquement","Oui","Oui","2","Oui Négativement","Oui","Individual","NULL","NULL","2018/06/29 00:00:00","2020-09-27","Male",30,821
NA,"2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Non","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Autre","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui",NA,NA,NA,NA,NA,NA,NA,NA
"NE1019X076341","2021-10-04","Par téléphone","Fermée","Non","Non","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","18-35 ans","2","Non","En nature","Artisan-Ouvrier","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/12/04 00:00:00","2020-08-05","Male",24,245
"TD1021001236","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Non","Très satisfait","Sénégal","Tchad","Masculin","36-65 ans","15","Non","En nature","Couture","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2021/06/08 00:00:00","2021-08-13","Male",41,66
"MA1018002317","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Oui régulièrement","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2018/06/29 00:00:00","2021-11-22","Male",21,1242
"CH5018X029101","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36-65 ans","3","Non","En nature","Artisan-Ouvrier","Moi uniquement","Non","Oui","3","Non","Oui","Individual","NULL","NULL","2018/10/02 00:00:00","2021-08-30","Male",36,1063
"MA1018002361","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Pêche","Moi uniquement","Oui","Oui","4 et plus","Oui Négativement","Oui","Individual","NULL","NULL","2018/07/01 00:00:00","2020-09-22","Male",28,814
"NE1020X012510","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Identique","Oui","Satisfait","Sénégal","Algerie","Masculin","18-35 ans","3","Non","En nature","Agriculture","Moi avec des migrants de retour et des membres d’une communauté","Non","Oui","Ne souhaite pas répondre","Oui Négativement","Oui","Collective","NULL","NULL","2020/03/04 00:00:00","2022-04-30","Male",32,787
"MA1018002404","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36-65 ans","0","Non","En nature","Elevage","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/07/04 00:00:00","2020-09-10","Male",38,799
"NE1019X038165","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","18-35 ans","2","Non","En nature","Elevage","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/06/13 00:00:00","2020-08-31","Male",25,445
"SN1019001297","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Mauritanie","Féminin","+65 ans","35","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/05/22 00:00:00","2020-08-09","Female",65,445
"NE1019X035361","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","36-65 ans","14","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/05/09 00:00:00","2020-09-03","Male",38,483
"TD1021001248","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Tchad","Masculin","18-35 ans","10","Non","En nature","Artisan-Ouvrier","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2021/06/08 00:00:00","2021-08-06","Male",25,59
"NE1019X037908","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","18-35 ans","3","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2019/06/27 00:00:00","2021-09-15","Male",37,811
"MR1021001417","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Mauritanie","Féminin","18-35 ans","0","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/06/03 00:00:00","2021-08-25","Female",23,83
"NE1019X024385","2021-10-04","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Partiellement","Satisfait","Sénégal","Algerie","Masculin","18-35 ans","3","Non","En nature","Couture","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/09/11 00:00:00","2020-09-10","Male",26,730
"MA1018002342","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Agriculture","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2018/06/20 00:00:00","2022-01-27","Male",17,1317
"BF1018001088","2021-10-05","Par téléphone","Fermée","Non","Non","Pire","Non","Très satisfait","Sénégal","Burkina Faso","Masculin","18-35 ans","5","Non","En nature","Aviculture","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/04/22 00:00:00","2020-08-13","Male",29,844
"MA1018002246","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","N/A (retour non volontaire)","Satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Pêche","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/06/24 00:00:00","2022-01-27","Male",25,1313
"MA1019001169","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2019/02/22 00:00:00","2020-07-29","Male",27,523
"NE1019X039757","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36-65 ans","3","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Non","Individual","NULL","NULL","2019/07/10 00:00:00","2020-08-08","Male",24,395
"NE1019X061732","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Partiellement","Très satisfait","Sénégal","Lybie","Masculin","18-35 ans","4","Non","En nature","Agriculture","Moi et membres de la communauté","Oui","Oui","2","Oui Négativement","Oui","Individual","NULL","NULL","2019/08/28 00:00:00","2020-06-26","Male",25,303
"NE1019X065364","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Niger","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Non","Oui","2","Oui Négativement","Oui","Individual","NULL","NULL","2019/09/25 00:00:00","2020-07-20","Male",35,299
"NE1020X020729","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Partiellement","Très satisfait","Sénégal","Mali","Masculin","18-35 ans","5","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2020/09/10 00:00:00","2021-01-14","Male",30,126
"NE1020X021026","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","36-65 ans","1","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Non","Individual","NULL","NULL","2020/10/14 00:00:00","2021-04-29","Male",40,197
"MA1018002247","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","1","Non","En nature","Elevage","Moi uniquement","Oui","Oui","1","Oui Négativement","Oui","Individual","NULL","NULL","2018/06/24 00:00:00","2022-04-30","Male",26,1406
"BF1019001203","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Burkina Faso","Masculin","18-35 ans","1","Non","En nature","Couture","Moi et membres de la communauté","Oui","Oui","4 et plus","Oui Négativement","Oui","Individual","NULL","NULL","2019/05/24 00:00:00","2020-08-05","Male",31,439
"MA1018002296","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36-65 ans","5","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/06/27 00:00:00","2022-04-27","Male",30,1400
"MA1018002255","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Non","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Pêche","Moi uniquement","Oui","Oui","4 et plus","Oui Négativement","Oui","Individual","NULL","NULL","2018/06/24 00:00:00","2021-10-25","Male",27,1219
"TD1020001977","2021-10-05","Par téléphone","Fermée","Non","Non","Ne sait pas","Oui","Satisfait","Tchad","Autre","Masculin","36-65 ans","6","Non","En nature","Couture","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2020/12/18 00:00:00","2021-04-23","Male",45,126
"AR 026185","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Souhaite ne pas répondre","Pire","Partiellement","OK","Sierra-Leone","Niger","Masculin","18-35 ans","0","Non","En nature","Autre","Moi uniquement","Oui","Non",NA,"Oui Positivement","Souhaite ne pas répondre",NA,NA,NA,NA,NA,NA,NA,NA
"MA1018002950","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/11/05 00:00:00","2020-09-11","Male",29,676
"NE1019X036036","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","18-35 ans","0","Non","En nature","Couture","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/05/23 00:00:00","2021-09-08","Male",25,839
"MA1019001172","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","2","Non","En nature","Aviculture","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/02/22 00:00:00","2020-08-14","Male",28,539
"MA1018002624","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Non","Très satisfait","Sénégal","Maroc","Féminin","18-35 ans","2","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/10/12 00:00:00","2022-12-22","Female",26,1532
"NE1019X037295","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/06/13 00:00:00","2021-09-23","Male",33,833
"ML1019X004036","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Satisfait","Sénégal","Lybie","Masculin","36-65 ans","4","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/06/05 00:00:00","2020-08-21","Male",18,808
"MA1020001694","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","1","Oui","En nature","Couture","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2020/02/07 00:00:00","2020-08-14","Male",29,189
"NE1019X069683","2021-10-05","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/10/30 00:00:00","2020-08-09","Male",24,284
"TD1020001978","2021-10-06","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Tchad","Masculin","18-35 ans","6","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/12/18 00:00:00","2021-04-29","Male",33,132
"MA1018001673","2021-10-06","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","4","Non","En nature","Autre","Moi uniquement","Non","Oui","3","Oui Négativement","Oui","Individual","NULL","NULL","2018/03/15 00:00:00","2020-08-14","Male",25,883
