"ID_1","InterviewDate","InterviewType","BusinessSuccess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","TrainingType","TrainingDuration","DateOfReturn","ReintegrationDate","ReturnToReintegration","AssistanceDuration"
"AZ-005722-1","2021-09-28","Terrain/bureau OIM","High","Low","Yes","Pire","Oui","OK","Autre","Niger","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,NA,NA,214,112
"CH5017X028705","2021-09-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",1,"En nature","Commerce","Moi et d'autres","Oui","Non","0","Oui","Oui","None",0,"2017/11/14 00:00:00","2020-11-02",1084,330
"CH5018X018913","2021-09-28","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","Business/management",1,"2018/06/27 00:00:00","2022-02-12",1326,112
"SN1020001442","2021-09-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","Business/management",1,"2018/08/01 00:00:00","2022-04-25",1363,112
"CH5018X018892","2021-09-28","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36+",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","Business/management",1,"2018/06/27 00:00:00","2021-03-27",1004,185
"MA1021001338","2021-09-28","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/03/12 00:00:00","2021-04-26",45,155
"AR 028740","2021-09-28","Par téléphone","High","Low","No","Ne sait pas","Ne sait pas","Satisfait","Autre","Niger","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,NA,NA,214,112
"NE1019X057325","2021-09-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",0,"En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui","Other",1,"2017/09/30 00:00:00","2021-06-02",1341,118
"CH5018X018994","2021-09-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2018/06/27 00:00:00","2021-04-24",1032,157
"LY1019001337","2021-09-28","Par téléphone","Low","Low","No","Ne sait pas","Oui","Satisfait","Sénégal","Lybie","Masculin","14-35",2,"En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2019/02/25 00:00:00","2021-03-10",744,202
"NE1019X056363","2021-09-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2017/07/13 00:00:00","2022-12-22",214,112
"MA1018002379","2021-09-28","Par téléphone","High","Low","No","Pire","Ne sait pas","Très satisfait","Sénégal","Maroc","Masculin","36+",0,"En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2018/07/01 00:00:00","2020-09-10",802,383
"CH5017X034225","2021-09-28","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",1,"En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2017/12/05 00:00:00","2020-09-22",1022,371
"NE1019X077367","2021-09-28","Par téléphone","High","High","No","Pire","Partiellement","Très satisfait","Sénégal","Algerie","Masculin","14-35",0,"En nature","Commerce","Moi et d'autres","Oui","Autre","1+","Oui","Oui","None",0,"2019/12/11 00:00:00","2020-08-07",240,417
"NE1019X058008","2021-09-28","Par téléphone","Low","High","No","Identique","Ne sait pas","Très satisfait","Sénégal","Niger","Masculin","36+",1,"En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2017/11/01 00:00:00","2020-08-31",1034,393
"NE1019X038168","2021-09-28","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",1,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Non","None",0,"2019/06/13 00:00:00","2020-09-09",454,384
"DZ1020002181","2021-09-28","Par téléphone","Low","Low","No","Pire","Partiellement","Très satisfait","Sénégal","Algerie","Masculin","14-35",2,"En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/11/17 00:00:00","2021-04-18",152,163
"NE1020X015880","2021-09-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","36+",1,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2020/03/18 00:00:00","2022-04-30",773,112
"DZ1020002245","2021-09-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2020/11/17 00:00:00","2021-05-08",172,143
"CH5017X013996","2021-09-29","Par téléphone","Low","Low","No","Pire","Partiellement","Très satisfait","Sénégal","Lybie","Masculin","14-35",1,"En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui","Other",1,"2017/06/01 00:00:00","2021-06-02",1462,119
"NE1019X075205","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","36+",9,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2019/11/27 00:00:00","2022-03-28",852,112
"NE1019X039213","2021-09-29","Par téléphone","Low","Low","No","Identique","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2019/07/03 00:00:00","2020-07-07",370,449
"MA1021002155","2021-09-29","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",1,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","Business/management",1,"2021/04/29 00:00:00","2021-07-23",85,68
"MA1021001954","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",3,"En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/04/29 00:00:00","2021-06-16",48,105
"NE1021X001933","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",1,"En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2021/02/10 00:00:00","2021-04-14",63,168
"CH5018X018922","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",0,"En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui","Business/management",1,"2018/06/27 00:00:00","2022-02-12",1326,112
"BF1019001526","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"En nature","Commerce","Moi et d'autres","Non","Autre","1+","Non","Oui","Business/management",1,"2019/12/26 00:00:00","2022-03-28",823,112
"NE1019X071344","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","36+",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2019/11/13 00:00:00","2020-08-14",275,411
"MR1021001426","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","Business/management",0,"2021/06/23 00:00:00","2022-04-20",301,112
"NE1020X020709","2021-09-29","Par téléphone","High","Low","No","Ne sait pas","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",13,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/09/10 00:00:00","2021-06-26",289,95
"MA1021001645","2021-09-29","Par téléphone","High","High","No","Identique","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",1,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/03/25 00:00:00","2021-05-31",67,121
"SN1020001608","2021-09-29","Par téléphone","Low","Low","No","Pire","Partiellement","Très satisfait","Sénégal","Lybie","Masculin","36+",10,"En nature","Transport","Moi uniquement","Oui","Autre","1","Oui","Oui","Business/management",1,"2017/09/24 00:00:00","2022-03-28",214,112
"CH5017X034285","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",1,"En nature","Elevage","Moi uniquement","Oui","Autre","1+","Oui","Oui","None",0,"2017/12/05 00:00:00","2020-08-13",982,412
"DZ1020002246","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",0,"En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui","Business/management",1,"2020/11/17 00:00:00","2022-04-20",519,112
"MA1018002944","2021-09-29","Par téléphone","Low","Low","No","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Transport","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2018/11/07 00:00:00","2020-08-14",646,411
"NE1019X001932","2021-09-30","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2019/01/31 00:00:00","2020-10-10",618,355
"CH5018X029050","2021-09-30","Par téléphone","High","High","No","Identique","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",0,"En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Oui","Oui","Business/management",1,"2018/10/02 00:00:00","2022-02-12",1229,112
"NE1020X021019","2021-09-30","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",1,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2020/10/14 00:00:00","2021-04-15",183,168
"CH5017X028731","2021-09-30","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2017/11/14 00:00:00","2020-08-11",1001,415
"AR O28049-1","2021-09-30","Par téléphone","Low","Low","Yes","Pire","Souhaite ne pas répondre","OK","Autre","Niger","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,NA,NA,214,112
"MA1020003222","2021-09-30","Par téléphone","High","Low","No","Pire","Partiellement","Très satisfait","Sénégal","Maroc","Féminin","14-35",1,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/10/15 00:00:00","2022-03-22",523,112
"NE1020X021023","2021-09-30","Par téléphone","High","High","No","Identique","Non","Très satisfait","Sénégal","Algerie","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2020/10/14 00:00:00","2021-05-07",205,146
"MA1021001809","2021-09-30","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Féminin","36+",5,"En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/04/08 00:00:00","2021-05-31",53,122
"ML1019001129","2021-09-30","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"En nature","Autre","Moi uniquement","Oui","Autre","1+","Oui","Oui","None",0,"2019/03/07 00:00:00","2020-09-10",553,385
"MA1021001508","2021-09-30","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/03/18 00:00:00","2021-05-12",55,141
"SN1019001750","2021-09-30","Par téléphone","Low","Low","No","Identique","N/A (retour non volontaire)","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Non","Oui","Business/management",1,"2019/08/29 00:00:00","2022-09-01",1099,112
"MA1021001742","2021-09-30","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",3,"En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/04/08 00:00:00","2021-05-25",47,128
NA,"2021-09-30","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui","None",0,NA,NA,214,112
"MA1021002202","2021-09-30","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",3,"En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/04/29 00:00:00","2022-04-26",362,112
"MA1020003009","2021-09-30","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Elevage","Moi uniquement","Non","Non","0","Non","Non","None",0,"2020/10/15 00:00:00","2020-11-02",18,332
"TN1021001238","2021-09-30","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",2,"En nature","Autre","Moi uniquement","Non","Autre","1+","Non","Oui","None",0,"2021/03/17 00:00:00","2021-06-27",102,95
"MA1021001530","2021-09-30","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/03/18 00:00:00","2021-06-02",76,120
"MA1021002115","2021-09-30","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/04/29 00:00:00","2021-06-15",47,107
"MA1021002241","2021-09-30","Par téléphone","High","High","No","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","14-35",3,"En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/04/29 00:00:00","2021-07-17",79,75
NA,"2021-09-30","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","36+",8,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,NA,NA,214,112
"MA1021001577","2021-09-30","Par téléphone","Low","Low","No","Pire","Partiellement","Satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2021/03/18 00:00:00","2021-08-15",150,46
"NE1019X028429","2021-10-01","Par téléphone","High","High","No","Pire","Partiellement","Très satisfait","Sénégal","Algerie","Masculin","14-35",1,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2018/02/15 00:00:00","2021-01-23",1073,251
"MA1021001638","2021-10-01","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/03/25 00:00:00","2021-06-09",76,114
"MA1021002310","2021-10-01","Par téléphone","High","Low","No","Pire","Non","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/04/29 00:00:00","2021-09-06",130,25
"MA1018002316","2021-10-01","Par téléphone","High","Low","No","Mieux","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2018/06/29 00:00:00","2020-09-22",816,374
"NE1019X025879","2021-10-01","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36+",2,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2018/11/27 00:00:00","2020-09-22",665,374
"NE1019X001787","2021-10-01","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","Business/management",1,"2019/01/24 00:00:00","2021-04-02",799,182
"MA1021001701","2021-10-01","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",5,"En nature","Transport","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2021/04/08 00:00:00","2021-05-21",43,133
"MA1021001791","2021-10-01","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",3,"En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/04/29 00:00:00","2021-07-18",80,75
"NE1019X056631","2021-10-01","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",0,"En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2017/08/03 00:00:00","2020-07-29",1091,429
"MA1018002274","2021-10-01","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",2,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Autre","1+","Oui","Oui","None",0,"2018/06/27 00:00:00","2020-11-02",859,333
"NE1019X057167","2021-10-01","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36+",4,"En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2017/09/16 00:00:00","2021-08-06",1420,56
"MA1018002288","2021-10-01","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui","Business/management",2,"2018/06/27 00:00:00","2021-11-22",1244,112
"NE1019X074178","2021-10-01","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",5,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2019/11/20 00:00:00","2020-09-23",308,373
"DZ1020002266","2021-10-01","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/11/17 00:00:00","2021-01-14",58,260
"EG1017002731","2021-10-02","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2017/09/11 00:00:00","2017-09-25",14,112
"MA1021001929","2021-10-02","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/04/08 00:00:00","2021-06-20",73,104
"MA1017001890","2021-10-02","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",6,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/04/29 00:00:00","2021-06-15",47,109
"NE1019X057275","2021-10-02","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",2,"En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui","Business/management",1,"2017/09/24 00:00:00","2022-02-12",214,112
"MA1018002284","2021-10-02","Par téléphone","High","High","No","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Oui","Autre","1+","Oui","Oui","Business/management",1,"2018/06/27 00:00:00","2022-01-27",1310,112
"MA1018002335","2021-10-02","Par téléphone","Low","Low","Yes","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui","Business/management",1,"2018/06/29 00:00:00","2022-01-27",1308,112
"MA1018002336","2021-10-02","Par téléphone","High","Low","No","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Autre","Moi uniquement","Oui","Autre","1+","Oui","Oui","None",0,"2018/06/29 00:00:00","2020-09-10",804,387
"NE1019X057258","2021-10-02","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2017/09/24 00:00:00","2020-07-23",1033,436
"NE1019X005590","2021-10-02","Par téléphone","High","High","Yes","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Niger","Masculin","36+",5,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2019/03/07 00:00:00","2021-04-23",778,162
"MA1018002327","2021-10-02","Par téléphone","High","High","No","Pire","Non","Très satisfait","Sénégal","Maroc","Masculin","36+",0,"En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui","Business/management",1,"2018/06/29 00:00:00","2021-10-21",1210,112
"MA1018002329","2021-10-02","Par téléphone","Low","Low","No","Pire","Non","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","Business/management",1,"2018/06/29 00:00:00","2021-09-23",1182,9
"MA1020003384","2021-10-02","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2020/10/24 00:00:00","2021-01-11",79,264
"TD1021001059","2021-10-04","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",10,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","Business/management",12,"2021/03/23 00:00:00","2021-11-05",227,112
"NE1019X018122","2021-10-04","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2018/02/25 00:00:00","2021-05-26",1186,131
"NE1019X018870","2021-10-04","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",2,"En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2018/03/04 00:00:00","2020-08-07",887,423
NA,"2021-10-04","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,NA,NA,214,112
"NE1019X033134","2021-10-04","Par téléphone","Low","Low","No","Identique","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",0,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2019/04/26 00:00:00","2020-08-31",493,399
"NE1019001832","2021-10-04","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2019/05/02 00:00:00","2021-06-03",763,123
"MA1018002291","2021-10-04","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2018/06/27 00:00:00","2020-09-22",818,377
"NE1019X068289","2021-10-04","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non","Business/management",1,"2019/10/23 00:00:00","2022-02-12",843,112
"MA1018002302","2021-10-04","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Oui","Oui","Business/management",1,"2018/06/27 00:00:00","2022-01-27",1310,112
"TD1020001976","2021-10-04","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",10,"En nature","Autre","Moi et d'autres","Non","Autre","1+","Oui","Oui","None",0,"2020/12/18 00:00:00","2021-04-30",133,157
"MA1018002331","2021-10-04","Par téléphone","High","High","No","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Autre","1+","Oui","Oui","None",0,"2018/06/29 00:00:00","2020-09-27",821,372
NA,"2021-10-04","Par téléphone","Low","High","No","Pire","Non","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,NA,NA,214,112
"NE1019X076341","2021-10-04","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",2,"En nature","Autre","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2019/12/04 00:00:00","2020-08-05",245,425
"TD1021001236","2021-10-04","Par téléphone","Low","High","No","Pire","Non","Très satisfait","Sénégal","Autre","Masculin","36+",2,"En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/06/08 00:00:00","2021-08-13",66,52
"MA1018002317","2021-10-04","Par téléphone","Low","Low","Yes","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","Business/management",1,"2018/06/29 00:00:00","2021-11-22",1242,112
"CH5018X029101","2021-10-04","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36+",3,"En nature","Autre","Moi uniquement","Non","Autre","1+","Non","Oui","None",0,"2018/10/02 00:00:00","2021-08-30",1063,35
"MA1018002361","2021-10-04","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Autre","Moi uniquement","Oui","Autre","1+","Oui","Oui","None",0,"2018/07/01 00:00:00","2020-09-22",814,377
"NE1020X012510","2021-10-04","Par téléphone","High","High","No","Identique","Oui","Satisfait","Sénégal","Algerie","Masculin","14-35",3,"En nature","Agriculture/aviculture","Moi et d'autres","Non","Autre","1","Oui","Oui","None",0,"2020/03/04 00:00:00","2022-04-30",787,112
"MA1018002404","2021-10-04","Par téléphone","Low","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",0,"En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2018/07/04 00:00:00","2020-09-10",799,389
"NE1019X038165","2021-10-04","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",2,"En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2019/06/13 00:00:00","2020-08-31",445,399
"SN1019001297","2021-10-04","Par téléphone","Low","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Féminin","36+",2,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2019/05/22 00:00:00","2020-08-09",445,421
"NE1019X035361","2021-10-04","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","36+",14,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2019/05/09 00:00:00","2020-09-03",483,396
"TD1021001248","2021-10-04","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",10,"En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/06/08 00:00:00","2021-08-06",59,59
